image_path,player_name,height_cm,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,label
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Anass Zaroury/Anass Zaroury49.jpg,anass zaroury,168,129.15514,46.013393,1.0,142.25739,38.65554,1.0,116.05291,38.65554,1.0,158.2357,46.3333,1.0,98.476746,45.05367,1.0,197.86198,103.91648,1.0,62.365715,99.75771,1.0,209.36636,118.95211,1.0,38.717785,157.6608,1.0,180.92494,136.54697,1.0,74.18968,144.86455,1.0,29.130785,157.6608,1.0,85.05495,157.6608,1.0,205.85114,104.876205,1.0,29.130785,157.6608,1.0,29.130785,157.6608,1.0,29.130785,157.6608,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Azzedine Ounahi/Azzedine Ounahi11.jpg,azzedine ounahi,182,134.22128,121.08064,1.0,152.7593,103.17057,1.0,111.20857,103.490395,1.0,176.73085,129.71585,1.0,87.55662,127.477104,1.0,226.27211,255.0864,1.0,27.148273,246.13136,1.0,238.4177,255.0864,1.0,7.3317766,255.0864,1.0,238.4177,255.0864,1.0,7.3317766,255.0864,1.0,159.79095,233.01863,1.0,7.3317766,255.0864,1.0,238.4177,255.0864,1.0,7.3317766,255.0864,1.0,155.95549,215.7482,1.0,7.3317766,255.0864,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Azzedine Ounahi/Azzedine Ounahi18.jpg,azzedine ounahi,182,133.51535,64.97611,1.0,143.09666,53.147015,1.0,119.14338,54.106133,1.0,154.59424,66.89434,1.0,102.53576,66.89434,1.0,158.42676,143.3039,1.0,71.87556,138.82802,1.0,161.30115,233.78049,1.0,67.404274,225.14844,1.0,177.90877,255.20073,1.0,65.80739,255.20073,1.0,157.78801,255.20073,1.0,106.368286,255.20073,1.0,177.90877,255.20073,1.0,109.242676,227.38638,1.0,152.99734,255.20073,1.0,65.488014,255.20073,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Azzedine Ounahi/Azzedine Ounahi25.jpg,azzedine ounahi,182,116.08526,56.896492,1.0,121.18897,47.94341,1.0,111.61952,50.501434,1.0,134.90518,48.263165,1.0,110.34359,55.297733,1.0,157.55289,92.38909,1.0,100.13618,97.50514,1.0,167.44133,143.54959,1.0,93.43757,164.65327,1.0,172.22604,192.79156,1.0,121.82693,164.33356,1.0,155.32002,197.90761,1.0,120.86999,202.7039,1.0,159.78575,247.1496,1.0,125.65472,247.1496,1.0,155.32002,247.1496,1.0,122.4649,247.1496,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Azzedine Ounahi/Azzedine Ounahi30.jpg,azzedine ounahi,182,134.7236,157.5583,1.0,165.736,130.68013,1.0,102.11263,129.7202,1.0,198.02727,160.75809,1.0,59.910213,157.23833,1.0,147.51222,252.59183,1.0,21.544367,252.59183,1.0,219.12848,252.59183,1.0,59.590496,53.245407,1.0,167.01486,252.59183,1.0,84.84801,252.59183,1.0,170.53171,243.63242,1.0,84.84801,252.59183,1.0,169.57257,252.59183,1.0,87.72545,252.59183,1.0,171.17117,252.59183,1.0,81.01142,242.6725,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Azzedine Ounahi/Azzedine Ounahi48.jpg,azzedine ounahi,182,167.53566,7.4194837,1.0,169.45328,1.3437545,1.0,162.42204,1.3437545,1.0,170.0925,9.977685,1.0,148.67915,7.7392583,1.0,174.88652,39.07723,1.0,126.6266,33.0015,1.0,180.63937,68.81632,1.0,101.058426,54.10666,1.0,165.29845,107.50912,1.0,70.69622,75.21182,1.0,147.72034,127.97473,1.0,119.59535,120.300125,1.0,146.76154,167.30707,1.0,113.842514,167.30707,1.0,147.08113,167.30707,1.0,114.16211,167.30707,1.0,full_body_bent
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Azzedine Ounahi/Azzedine Ounahi5.jpg,azzedine ounahi,182,127.93455,71.70881,1.0,134.96138,64.66936,1.0,119.63011,65.3093,1.0,145.18222,72.028786,1.0,109.40927,73.30869,1.0,169.77612,120.34505,1.0,84.49597,127.3845,1.0,201.71626,174.42085,1.0,69.1647,185.93996,1.0,198.84166,208.01825,1.0,126.01814,180.82034,1.0,156.04187,208.01825,1.0,103.979454,208.01825,1.0,210.02069,208.01825,1.0,58.30506,208.01825,1.0,162.4299,208.01825,1.0,58.30506,208.01825,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Badr Benoun/Badr Benoun1.jpg,badr benoun,190,103.51127,76.08429,1.0,114.059235,61.05134,1.0,96.15965,63.290287,1.0,133.55699,71.60639,1.0,88.48842,72.88579,1.0,155.93146,142.93297,1.0,95.520386,146.13147,1.0,217.6211,220.65656,1.0,82.0957,209.14195,1.0,228.80832,255.20038,1.0,63.556854,246.24457,1.0,185.33792,255.20038,1.0,134.83554,255.20038,1.0,39.26457,255.20038,1.0,39.26457,255.20038,1.0,238.39738,255.20038,1.0,39.26457,255.20038,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Badr Benoun/Badr Benoun34.jpg,badr benoun,190,126.43556,85.9109,1.0,136.99031,74.71181,1.0,118.75937,72.15201,1.0,148.5046,88.790665,1.0,105.00621,80.471344,1.0,163.53711,163.02466,1.0,91.89273,161.10483,1.0,173.77203,239.81845,1.0,89.65385,231.17915,1.0,175.37123,254.2173,1.0,88.69432,254.2173,1.0,144.98633,254.2173,1.0,95.73082,254.2173,1.0,189.76408,254.2173,1.0,91.89273,254.2173,1.0,174.73155,254.2173,1.0,90.293526,254.2173,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Badr Benoun/Badr Benoun43.jpg,badr benoun,190,127.37911,33.93511,1.0,136.014,28.498135,1.0,117.46498,28.817955,1.0,147.84702,33.615288,1.0,105.951775,36.173862,1.0,176.9498,82.86789,1.0,76.209366,84.78683,1.0,190.06204,134.99889,1.0,67.57446,134.35924,1.0,196.13846,182.65237,1.0,60.858437,182.65237,1.0,159.68002,190.96777,1.0,96.99707,192.56686,1.0,175.99037,253.65288,1.0,90.60086,253.65288,1.0,173.43187,253.65288,1.0,91.24048,253.65288,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Badr Benoun/Badr Benoun44.jpg,badr benoun,190,66.06298,58.417313,1.0,67.9721,54.580112,1.0,63.517475,54.26034,1.0,70.83578,56.49871,1.0,60.65379,55.859177,1.0,74.335846,77.28357,1.0,54.290047,76.64404,1.0,81.33597,102.86494,1.0,49.19905,98.068436,1.0,78.15409,118.21377,1.0,48.562675,115.01609,1.0,71.47216,124.92887,1.0,56.835545,124.289345,1.0,72.108536,162.98116,1.0,58.108288,163.6207,1.0,71.15398,184.08577,1.0,59.699226,190.48112,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Badr Benoun/Badr Benoun49.jpg,badr benoun,190,172.46213,62.739727,1.0,170.22331,50.90453,1.0,163.18712,52.184006,1.0,139.51984,58.581413,1.0,139.83968,58.901283,1.0,172.46213,134.39066,1.0,96.34306,116.47793,1.0,175.6604,208.28065,1.0,46.130077,182.05133,1.0,173.10179,230.99149,1.0,80.991325,240.90746,1.0,142.71812,253.0625,1.0,96.34306,253.0625,1.0,195.48972,253.0625,1.0,89.9465,253.0625,1.0,149.75435,225.23378,1.0,87.70771,253.0625,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Bilal El Khannous/Bilal El Khannous25.jpg,bilal el khannous,180,84.400055,63.01962,1.0,91.109344,55.98096,1.0,77.0518,55.341084,1.0,96.540665,64.29937,1.0,66.508644,64.61931,1.0,105.805855,126.68744,1.0,48.617226,119.00891,1.0,117.946465,190.03532,1.0,41.907944,193.87459,1.0,68.106094,170.839,1.0,99.09658,182.3568,1.0,96.86015,240.26572,1.0,54.687527,247.62431,1.0,100.69403,247.62431,1.0,27.850403,247.62431,1.0,55.96549,170.19911,1.0,100.05505,180.43716,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Bilal El Khannous/Bilal El Khannous28.jpg,bilal el khannous,180,127.63845,97.708725,1.0,155.7819,76.93397,1.0,100.454445,76.93397,1.0,190.6414,87.48115,1.0,65.914764,89.079216,1.0,251.72546,189.11769,1.0,10.267499,202.54137,1.0,251.72546,248.56546,1.0,10.267499,248.56546,1.0,238.61317,248.56546,1.0,10.267499,248.56546,1.0,183.60553,160.03302,1.0,10.267499,248.56546,1.0,251.72546,248.56546,1.0,10.267499,248.56546,1.0,251.72546,248.56546,1.0,79.02705,162.2703,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Bilal El Khannous/Bilal El Khannous31.jpg,bilal el khannous,180,154.41742,86.0421,1.0,169.13605,67.16483,1.0,131.05957,67.48479,1.0,188.01431,73.88386,1.0,96.822754,78.68316,1.0,217.4516,191.62682,1.0,48.18725,186.8275,1.0,223.53104,253.69783,1.0,8.510922,253.69783,1.0,196.9735,253.69783,1.0,144.81831,253.69783,1.0,8.510922,253.69783,1.0,8.510922,253.69783,1.0,219.69138,191.94675,1.0,34.428524,190.66695,1.0,8.510922,253.69783,1.0,8.510922,253.69783,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Bilal El Khannous/Bilal El Khannous42.jpg,bilal el khannous,180,109.67069,110.406334,1.0,131.43047,89.611305,1.0,93.99086,88.65154,1.0,174.63004,92.81055,1.0,78.951004,89.29138,1.0,229.66945,188.46765,1.0,33.51147,197.10558,1.0,235.1094,248.29333,1.0,18.471622,248.29333,1.0,243.10933,248.29333,1.0,18.471622,248.29333,1.0,243.10933,248.29333,1.0,18.471622,248.29333,1.0,243.10933,248.29333,1.0,18.471622,203.82397,1.0,243.10933,248.29333,1.0,18.471622,197.10558,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Bilal El Khannous/Bilal El Khannous6.jpg,bilal el khannous,180,94.24523,44.891453,1.0,97.76437,36.26213,1.0,87.20696,38.17976,1.0,104.16281,35.303318,1.0,78.24916,40.416992,1.0,119.838974,75.5735,1.0,68.33158,83.24402,1.0,130.07646,133.42195,1.0,60.013622,139.17484,1.0,139.3542,188.71355,1.0,57.134323,187.11554,1.0,114.72023,185.19792,1.0,80.48861,188.39394,1.0,119.838974,251.6757,1.0,82.40814,251.6757,1.0,118.55929,251.6757,1.0,82.08822,251.6757,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Hakim Ziyech/Hakim Ziyech29.jpg,hakim ziyech,170,118.25043,83.063416,1.0,126.558044,64.185974,1.0,106.747574,63.2261,1.0,135.50471,78.58402,1.0,84.061386,77.62415,1.0,144.13185,172.01137,1.0,44.440445,161.77275,1.0,152.11995,255.20007,1.0,20.15664,255.20007,1.0,153.71756,255.20007,1.0,7.6952133,255.20007,1.0,7.6952133,5.953866,1.0,7.6952133,5.953866,1.0,166.17899,255.20007,1.0,7.6952133,255.20007,1.0,152.43947,255.20007,1.0,7.6952133,255.20007,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Hakim Ziyech/Hakim Ziyech30.jpg,hakim ziyech,170,114.15898,55.79223,1.0,121.5093,44.92108,1.0,100.097496,47.15926,1.0,131.09668,50.35666,1.0,77.40738,56.75145,1.0,165.29164,90.96359,1.0,50.882313,113.66509,1.0,193.41461,152.35359,1.0,43.85157,187.84468,1.0,207.79565,209.26723,1.0,43.21241,242.83992,1.0,151.23016,239.00304,1.0,84.118546,239.6425,1.0,146.43648,251.15312,1.0,84.118546,251.15312,1.0,155.38469,251.15312,1.0,26.27472,251.15312,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Hakim Ziyech/Hakim Ziyech35.jpg,hakim ziyech,170,100.93755,58.0821,1.0,114.98895,46.24421,1.0,99.021454,45.604324,1.0,134.14996,72.15959,1.0,93.5925,57.12227,1.0,149.15941,131.34904,1.0,84.970055,135.18835,1.0,175.34612,251.6476,1.0,66.1284,221.253,1.0,122.65336,225.73221,1.0,66.767105,204.61597,1.0,142.45306,251.6476,1.0,97.424706,251.6476,1.0,91.67641,251.6476,1.0,54.6318,251.6476,1.0,119.45986,222.21284,1.0,54.6318,251.6476,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Hakim Ziyech/Hakim Ziyech44.jpg,hakim ziyech,170,105.48287,94.67746,1.0,119.87877,72.613525,1.0,80.21007,73.57283,1.0,134.59457,86.36351,1.0,37.662193,91.47978,1.0,196.33699,182.9332,1.0,2.152311,204.35759,1.0,255.20023,255.20056,1.0,2.152311,255.20056,1.0,255.20023,255.20056,1.0,109.641685,233.77617,1.0,255.20023,255.20056,1.0,2.152311,255.20056,1.0,255.20023,224.50293,1.0,2.152311,216.18898,1.0,255.20023,255.20056,1.0,106.122696,235.69476,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Ilias Chair/Ilias Chair26.jpg,ilias chair,178,128.44252,63.44532,1.0,141.87962,50.97897,1.0,115.005424,50.65932,1.0,159.79575,62.80602,1.0,98.36903,60.56847,1.0,184.4304,140.16133,1.0,63.496582,139.84167,1.0,202.34651,241.49039,1.0,57.73782,239.25285,1.0,194.98811,251.07988,1.0,60.297268,251.07988,1.0,163.31497,251.07988,1.0,89.41097,251.07988,1.0,196.58777,251.07988,1.0,62.856716,251.07988,1.0,195.9479,251.07988,1.0,60.297268,251.07988,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Ilias Chair/Ilias Chair39.jpg,ilias chair,178,114.68677,108.75375,1.0,129.06332,87.650055,1.0,105.10239,87.33031,1.0,153.34373,86.371056,1.0,97.11541,86.690796,1.0,194.876,170.4661,1.0,78.905106,165.98953,1.0,219.15643,255.20062,1.0,81.78042,245.92778,1.0,102.866035,255.20062,1.0,84.33625,255.20062,1.0,181.13843,255.20062,1.0,104.14395,255.20062,1.0,233.533,255.20062,1.0,93.92062,255.20062,1.0,233.533,255.20062,1.0,94.55958,255.20062,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Ilias Chair/Ilias Chair9.jpg,ilias chair,178,100.24151,94.33339,1.0,101.83797,91.45415,1.0,97.68719,90.17449,1.0,102.157265,92.73382,1.0,90.34349,89.53465,1.0,101.51867,108.089745,1.0,81.08405,102.01135,1.0,105.66945,134.00288,1.0,62.88447,97.852455,1.0,116.206055,125.04526,1.0,49.15496,108.729576,1.0,85.55413,155.1173,1.0,76.93327,153.83765,1.0,64.48093,191.58765,1.0,97.68719,174.31223,1.0,39.25694,205.0241,1.0,106.94662,221.01988,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Jawad El Yamiq/Jawad El Yamiq12.jpg,jawad el yamiq,193,48.64141,72.26274,1.0,52.161015,64.90942,1.0,41.92217,64.90942,1.0,57.60041,72.26274,1.0,32.003277,75.14014,1.0,62.39987,134.60623,1.0,23.364243,129.81058,1.0,72.95869,178.40652,1.0,29.443562,185.75986,1.0,81.277756,202.70448,1.0,64.31966,210.05783,1.0,62.719833,241.38943,1.0,35.52288,242.02884,1.0,60.80005,252.57927,1.0,41.92217,234.03609,1.0,60.80005,252.57927,1.0,28.803633,252.57927,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Jawad El Yamiq/Jawad El Yamiq25.jpg,jawad el yamiq,193,128.90639,76.74158,1.0,140.41675,61.710094,1.0,117.71574,61.710094,1.0,157.6823,85.376686,1.0,102.36859,86.97578,1.0,189.65555,170.44847,1.0,96.29367,189.31776,1.0,241.13243,243.36714,1.0,82.54518,255.20047,1.0,255.5204,255.20047,1.0,79.34786,255.20047,1.0,255.5204,255.20047,1.0,255.5204,255.20047,1.0,255.5204,255.20047,1.0,82.22545,255.20047,1.0,255.5204,255.20047,1.0,79.98732,255.20047,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Jawad El Yamiq/Jawad El Yamiq27.jpg,jawad el yamiq,193,126.5948,61.83106,1.0,137.1404,45.848537,1.0,113.49271,49.045044,1.0,154.7164,53.52015,1.0,100.07103,60.552456,1.0,192.1053,127.99868,1.0,72.588585,128.95763,1.0,219.58777,251.38371,1.0,92.08195,223.57414,1.0,130.11,211.74707,1.0,133.6252,136.9489,1.0,178.36409,251.38371,1.0,101.98842,251.38371,1.0,233.00943,251.38371,1.0,98.79279,251.38371,1.0,233.00943,251.38371,1.0,41.590927,251.38371,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Jawad El Yamiq/Jawad El Yamiq31.jpg,jawad el yamiq,193,109.245865,86.23111,1.0,118.52464,67.35468,1.0,100.28704,70.23414,1.0,137.40219,72.47371,1.0,93.56792,74.71329,1.0,153.08014,129.74286,1.0,90.6883,146.3797,1.0,167.15828,190.53133,1.0,81.72947,239.802,1.0,179.95662,243.32132,1.0,100.28704,180.93317,1.0,155.31984,251.31982,1.0,131.96289,243.64127,1.0,105.08641,139.0211,1.0,79.48976,251.31982,1.0,181.23643,251.31982,1.0,78.52989,251.31982,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Jawad El Yamiq/Jawad El Yamiq32.jpg,jawad el yamiq,193,132.89789,95.7167,1.0,136.72713,91.23795,1.0,128.74954,91.55787,1.0,142.15189,96.35652,1.0,123.00567,98.91581,1.0,152.3632,128.66747,1.0,114.708984,136.3453,1.0,163.21274,176.97392,1.0,114.708984,190.73007,1.0,168.9566,225.92021,1.0,145.98112,163.53769,1.0,154.91605,233.91797,1.0,132.25969,242.55554,1.0,159.3835,254.39223,1.0,135.76982,254.39223,1.0,157.46886,254.39223,1.0,127.79222,254.39223,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Munir Mohamedi/Munir Mohamedi23.jpg,munir mohamedi,183,140.4936,93.647934,1.0,152.9567,83.089005,1.0,143.05014,80.20928,1.0,171.49156,97.80752,1.0,139.85448,84.368866,1.0,185.23293,154.12187,1.0,119.72177,158.28145,1.0,204.08734,240.5132,1.0,107.89781,214.27583,1.0,147.84363,252.67198,1.0,98.94995,252.67198,1.0,175.9655,252.67198,1.0,129.30876,252.67198,1.0,205.6852,252.67198,1.0,124.83484,252.67198,1.0,146.2458,252.67198,1.0,125.15441,252.67198,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Munir Mohamedi/Munir Mohamedi3.jpg,munir mohamedi,183,129.86554,107.6812,1.0,143.92854,88.48137,1.0,114.20447,88.48137,1.0,162.14651,94.88131,1.0,93.42959,94.56131,1.0,217.7593,202.08043,1.0,43.56985,202.40042,1.0,237.89496,255.2,1.0,5.8554406,255.2,1.0,248.4422,255.2,1.0,5.8554406,255.2,1.0,161.18768,169.1207,1.0,248.4422,255.2,1.0,228.30653,227.36023,1.0,31.424534,204.9604,1.0,248.4422,255.2,1.0,5.8554406,255.2,1.0,face
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Munir Mohamedi/Munir Mohamedi38.jpg,munir mohamedi,183,126.27554,77.38242,1.0,142.59355,62.998955,1.0,111.557335,62.35969,1.0,164.03093,71.3094,1.0,90.11994,67.79345,1.0,206.2658,147.38197,1.0,53.644382,150.89793,1.0,215.2247,218.97968,1.0,43.72559,210.66925,1.0,185.7883,218.97968,1.0,39.88606,208.75143,1.0,225.78343,218.97968,1.0,26.127733,218.97968,1.0,225.78343,218.97968,1.0,41.485863,147.70161,1.0,225.78343,218.97968,1.0,48.52501,197.24469,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Munir Mohamedi/Munir Mohamedi40.jpg,munir mohamedi,183,127.6494,67.672325,1.0,138.5205,57.756817,1.0,114.540146,57.436962,1.0,152.26923,65.11348,1.0,98.872986,64.793625,1.0,189.99832,121.08811,1.0,62.42286,124.92636,1.0,207.58391,180.58113,1.0,50.27281,181.86057,1.0,193.51543,213.20636,1.0,71.37552,225.04097,1.0,169.53508,244.55214,1.0,91.838745,244.55214,1.0,182.00485,244.55214,1.0,79.36897,244.55214,1.0,180.08644,244.55214,1.0,78.09002,244.55214,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Nayef Aguerd/Nayef Aguerd13.jpg,nayef aguerd,190,130.84094,88.74494,1.0,142.67921,72.74978,1.0,116.443054,73.70949,1.0,158.67686,80.10755,1.0,95.32615,83.946396,1.0,203.15036,165.20181,1.0,50.212753,168.40083,1.0,218.18816,243.5781,1.0,33.25523,252.53539,1.0,180.43369,244.53781,1.0,22.696777,252.53539,1.0,240.58488,252.53539,1.0,240.58488,252.53539,1.0,240.58488,252.53539,1.0,22.696777,252.53539,1.0,218.50812,252.53539,1.0,22.696777,252.53539,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Noussair Mazraoui/Noussair Mazraoui17.jpg,noussair mazraoui,180,57.55005,69.041176,1.0,67.784744,52.098232,1.0,48.274853,54.016296,1.0,81.85746,63.926323,1.0,38.359985,66.16407,1.0,106.16487,163.34624,1.0,9.255062,176.45305,1.0,121.83675,252.53645,1.0,2.2187066,252.53645,1.0,126.31443,252.53645,1.0,2.2187066,252.53645,1.0,138.1483,252.53645,1.0,2.2187066,252.53645,1.0,138.1483,252.53645,1.0,2.2187066,179.64983,1.0,124.395424,252.53645,1.0,2.2187066,252.53645,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Noussair Mazraoui/Noussair Mazraoui18.jpg,noussair mazraoui,180,130.9786,104.39282,1.0,153.68854,87.13646,1.0,107.948845,88.09515,1.0,184.39488,87.7756,1.0,80.1212,92.24946,1.0,237.17143,191.3137,1.0,14.230469,192.27238,1.0,246.76718,248.5153,1.0,3.355299,248.5153,1.0,246.76718,248.5153,1.0,3.355299,248.5153,1.0,246.76718,248.5153,1.0,3.355299,248.5153,1.0,246.76718,248.5153,1.0,3.355299,196.74626,1.0,103.15097,84.26041,1.0,3.355299,248.5153,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Romain Sa├»ss (captain)/Romain Sa├»ss (captain)15.jpg,romain sa├»ss,173,135.42833,150.09325,1.0,155.57234,135.37656,1.0,111.12765,139.53563,1.0,186.90746,164.17006,1.0,84.58873,173.76788,1.0,234.22984,250.87044,1.0,50.05616,250.87044,1.0,242.863,250.87044,1.0,19.360546,250.87044,1.0,106.6512,241.59256,1.0,107.29069,242.55234,1.0,182.75073,235.83386,1.0,98.657555,237.75342,1.0,242.863,250.87044,1.0,19.360546,250.87044,1.0,187.54695,226.23601,1.0,87.78619,232.95451,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group F/Morocco players/Images_Romain Sa├»ss (captain)/Romain Sa├»ss (captain)21.jpg,romain sa├»ss,173,123.88285,91.68,1.0,131.87625,68.64,1.0,107.89605,68.96,1.0,142.1078,75.68,1.0,86.154,82.72,1.0,178.87746,177.76,1.0,56.73828,188.31999,1.0,202.53792,245.92,1.0,34.35676,255.2,1.0,209.5721,255.2,1.0,17.091011,255.2,1.0,217.24577,255.2,1.0,17.091011,255.2,1.0,217.24577,255.2,1.0,37.234383,223.2,1.0,209.89185,255.2,1.0,17.091011,255.2,1.0,malformed
