image_path,player_name,height_cm,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,label,new_label
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Elisha Owusu/Elisha Owusu26.jpg,elisha owusu,189,111.01623,38.203445,1.0,114.21033,34.04917,1.0,105.58626,35.64697,1.0,118.36266,39.801243,1.0,96.64277,40.759922,1.0,132.73611,66.64425,1.0,79.07521,64.407326,1.0,137.20787,100.198006,1.0,62.78529,96.36328,1.0,148.70663,119.37157,1.0,91.851616,112.021706,1.0,127.625565,135.02998,1.0,96.00395,135.02998,1.0,123.15382,179.76831,1.0,96.32336,179.12921,1.0,121.87617,229.30008,1.0,81.63049,226.10445,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Elisha Owusu/Elisha Owusu33.jpg,elisha owusu,189,147.29373,74.063934,1.0,154.00995,64.79252,1.0,142.1766,64.79252,1.0,162.96492,62.23489,1.0,135.46037,62.55459,1.0,177.03703,115.94516,1.0,116.590965,103.47671,1.0,188.23074,183.72241,1.0,96.44228,160.70372,1.0,193.9875,254.0573,1.0,81.73054,206.74109,1.0,156.56851,241.90855,1.0,122.34773,221.12776,1.0,154.00995,254.0573,1.0,122.66756,254.0573,1.0,154.00995,254.0573,1.0,122.34773,254.0573,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Elisha Owusu/Elisha Owusu47.jpg,elisha owusu,189,111.6239,31.662086,1.0,118.01522,26.224672,1.0,108.42825,27.504065,1.0,133.0348,26.224672,1.0,105.55216,29.103302,1.0,155.4044,53.411743,1.0,105.2326,54.051434,1.0,181.28922,88.91485,1.0,95.32605,74.5217,1.0,141.66309,108.42557,1.0,55.69991,66.525505,1.0,161.79572,123.13857,1.0,122.16958,122.17903,1.0,180.6501,181.03104,1.0,88.61517,164.71878,1.0,201.42188,223.89064,1.0,106.51086,220.37231,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Gideon Mensah/Gideon Mensah29.jpg,gideon mensah,175,111.67387,85.97902,1.0,120.62519,79.26369,1.0,104.001305,79.583466,1.0,133.73248,85.65925,1.0,96.96813,89.1768,1.0,152.27449,133.30615,1.0,85.13961,136.18416,1.0,156.43047,204.29684,1.0,67.23697,193.42441,1.0,96.96813,204.29684,1.0,126.05992,188.30797,1.0,139.4869,240.75151,1.0,92.49248,232.11754,1.0,150.99574,252.90308,1.0,149.71696,252.90308,1.0,152.59418,252.90308,1.0,127.01898,187.98816,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Gideon Mensah/Gideon Mensah4.jpg,gideon mensah,175,116.00404,42.087124,1.0,122.716835,38.25224,1.0,113.76643,37.61309,1.0,138.38005,42.72627,1.0,110.56986,41.767548,1.0,162.99367,67.01387,1.0,104.816025,64.457275,1.0,201.67223,92.26019,1.0,78.923775,80.75554,1.0,197.19702,118.46523,1.0,53.990498,100.5691,1.0,156.92018,128.37201,1.0,122.39719,125.49585,1.0,151.16635,176.62764,1.0,118.88095,176.94722,1.0,142.21594,224.56369,1.0,134.2245,220.40924,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Ibrahim Danlad/Ibrahim Danlad25.jpg,ibrahim danlad,176,166.49654,40.369534,1.0,170.96965,36.531178,1.0,163.30145,36.531178,1.0,179.59636,41.648983,1.0,159.46736,41.648983,1.0,190.14014,68.51749,1.0,147.64555,67.5579,1.0,201.64241,100.50381,1.0,141.5749,93.14695,1.0,201.32292,130.25107,1.0,134.54572,112.018875,1.0,175.12326,132.80998,1.0,150.20161,132.17026,1.0,169.0526,181.74904,1.0,144.13097,179.82986,1.0,165.2185,234.20659,1.0,165.53801,212.45589,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Ibrahim Danlad/Ibrahim Danlad32.jpg,ibrahim danlad,176,145.51492,44.901993,1.0,149.99142,38.502274,1.0,137.52116,38.502274,1.0,153.50867,43.302063,1.0,123.13244,43.62205,1.0,158.62466,94.499825,1.0,104.90668,95.13979,1.0,174.93193,151.45734,1.0,80.60569,166.81665,1.0,161.82216,142.81772,1.0,47.991196,169.69652,1.0,150.31117,190.49562,1.0,116.09792,187.61574,1.0,147.43344,243.29332,1.0,118.97568,241.3734,1.0,148.39267,252.25293,1.0,120.89418,252.25293,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_I├▒aki Williams/I├▒aki Williams19.jpg,i├▒aki williams,180,129.59804,60.897995,1.0,135.34932,54.50571,1.0,122.568726,56.103783,1.0,144.61523,57.701855,1.0,116.17844,60.25877,1.0,168.57884,88.3848,1.0,103.39784,90.94172,1.0,183.91554,127.05811,1.0,101.16124,126.418884,1.0,177.52525,161.2568,1.0,98.28561,161.2568,1.0,157.71535,166.05103,1.0,118.41504,167.32948,1.0,172.0935,219.42659,1.0,120.33212,214.63239,1.0,179.44234,248.51144,1.0,122.24921,248.51144,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_I├▒aki Williams/I├▒aki Williams22.jpg,i├▒aki williams,180,137.28745,35.01256,1.0,140.8033,29.57929,1.0,128.97726,30.85771,1.0,146.5565,29.898895,1.0,119.38859,35.33217,1.0,162.85724,64.416145,1.0,102.44861,67.61218,1.0,170.52818,97.97459,1.0,58.34071,89.34527,1.0,157.42366,132.17223,1.0,88.065605,128.33698,1.0,151.67046,165.09146,1.0,111.71765,163.17383,1.0,178.83835,234.44556,1.0,77.19843,236.68279,1.0,125.781044,214.9497,1.0,51.30902,212.39287,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_I├▒aki Williams/I├▒aki Williams9.jpg,i├▒aki williams,180,122.67199,79.38614,1.0,131.62901,72.993355,1.0,122.67199,70.43625,1.0,153.0619,79.70578,1.0,122.99188,70.43625,1.0,171.29587,133.40514,1.0,113.39506,125.09452,1.0,200.08635,204.68465,1.0,58.0534,107.19473,1.0,201.68582,254.54831,1.0,97.72025,101.44123,1.0,149.2232,254.54831,1.0,109.55633,246.23769,1.0,145.38448,254.54831,1.0,111.795586,254.54831,1.0,155.62106,254.54831,1.0,114.03484,254.54831,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Jordan Ayew/Jordan Ayew35.jpg,jordan ayew,189,55.1659,49.6773,1.0,60.605217,40.719418,1.0,48.12679,43.278812,1.0,67.32437,45.838207,1.0,40.447758,49.6773,1.0,86.84191,101.50503,1.0,29.889091,109.503136,1.0,95.48082,159.73125,1.0,15.8108635,183.72556,1.0,95.48082,215.07814,1.0,47.166912,224.67587,1.0,81.72256,229.15482,1.0,45.247158,232.03413,1.0,78.203,254.1089,1.0,52.606224,254.1089,1.0,76.923164,254.1089,1.0,44.607235,224.67587,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Joseph Aidoo/Joseph Aidoo28.jpg,joseph aidoo,182,84.30306,21.944328,1.0,92.29063,12.674552,1.0,76.63501,4.04407,1.0,100.597694,24.501509,1.0,66.410934,21.305035,1.0,107.62675,97.70078,1.0,44.684765,97.061485,1.0,123.601875,165.14641,1.0,28.709639,176.6537,1.0,123.601875,209.89703,1.0,26.473122,235.78847,1.0,98.04168,222.68292,1.0,58.103867,214.3721,1.0,92.29063,253.04945,1.0,58.423367,253.04945,1.0,62.576897,253.04945,1.0,57.784363,253.04945,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Joseph Aidoo/Joseph Aidoo34.jpg,joseph aidoo,182,146.59038,46.42615,1.0,152.9878,40.98785,1.0,139.87311,41.307755,1.0,160.66469,44.186855,1.0,128.67763,44.826653,1.0,173.4595,89.29277,1.0,100.52902,77.136566,1.0,185.61458,138.55737,1.0,65.34326,104.967865,1.0,184.65498,136.31808,1.0,49.349735,146.23499,1.0,152.34805,174.70609,1.0,109.16553,178.22499,1.0,196.81007,205.0966,1.0,196.81007,205.0966,1.0,196.81007,205.0966,1.0,103.72773,186.8623,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Joseph Aidoo/Joseph Aidoo45.jpg,joseph aidoo,182,95.93377,48.881718,1.0,97.85213,43.446625,1.0,91.45759,44.08605,1.0,99.45076,46.004314,1.0,83.78415,45.68461,1.0,98.81131,73.49951,1.0,70.99508,67.10528,1.0,100.40994,105.150955,1.0,53.41011,85.00912,1.0,98.49158,129.76874,1.0,47.01558,118.898544,1.0,83.1447,126.251915,1.0,64.92027,124.01393,1.0,90.498405,166.53557,1.0,71.314804,176.1269,1.0,87.9406,210.65573,1.0,64.280815,168.13412,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Joseph Aidoo/Joseph Aidoo9.jpg,joseph aidoo,182,121.788315,39.57363,1.0,127.86019,34.137154,1.0,119.87089,33.497566,1.0,139.3648,36.05591,1.0,116.675156,35.09653,1.0,156.30214,59.72058,1.0,105.49011,56.52265,1.0,156.30214,91.69986,1.0,99.41824,87.86235,1.0,115.39687,82.10608,1.0,88.87235,102.57282,1.0,142.56055,118.56247,1.0,110.92285,109.928055,1.0,144.47797,170.3689,1.0,79.28517,91.38007,1.0,150.23027,215.77948,1.0,72.57415,135.1917,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Kamal Sowah/Kamal Sowah6.jpg,kamal sowah,175,118.97203,53.677944,1.0,125.047676,47.92734,1.0,113.85569,47.288383,1.0,132.08264,53.99742,1.0,107.78004,51.12212,1.0,141.03624,93.932144,1.0,101.06484,99.36328,1.0,149.67006,146.00703,1.0,90.19261,151.43816,1.0,155.10617,208.30524,1.0,65.570244,194.2482,1.0,132.40242,200.95723,1.0,115.13477,197.44296,1.0,120.89066,204.79097,1.0,65.25047,194.56767,1.0,122.48951,215.01425,1.0,63.331844,197.44296,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Kamaldeen Sulemana/Kamaldeen Sulemana19.jpg,kamaldeen sulemana,175,125.04515,36.955917,1.0,129.84378,32.802265,1.0,120.56643,33.121777,1.0,139.76097,33.121777,1.0,115.7678,34.08031,1.0,158.31567,51.97297,1.0,101.37191,55.80711,1.0,180.06947,70.50465,1.0,87.93574,82.96561,1.0,194.46536,85.5217,1.0,85.376465,111.72166,1.0,156.07631,114.59726,1.0,120.886345,115.5558,1.0,186.78755,155.81427,1.0,137.52159,140.79723,1.0,181.98892,197.35078,1.0,163.75412,200.5459,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Kamaldeen Sulemana/Kamaldeen Sulemana23.jpg,kamaldeen sulemana,175,115.02435,81.40732,1.0,120.77546,72.77372,1.0,109.27324,74.052765,1.0,130.99965,68.93656,1.0,105.11967,74.372536,1.0,149.21149,87.802574,1.0,104.800156,102.83144,1.0,170.6184,108.26741,1.0,93.297935,147.91803,1.0,176.36949,169.98167,1.0,78.920166,182.45242,1.0,144.4189,198.12082,1.0,112.4683,203.5568,1.0,158.47716,245.12598,1.0,107.35621,253.75958,1.0,130.68015,234.25404,1.0,107.67571,253.75958,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Kamaldeen Sulemana/Kamaldeen Sulemana27.jpg,kamaldeen sulemana,175,85.388306,34.362488,1.0,88.26609,30.524475,1.0,81.871025,30.524475,1.0,92.10313,31.164143,1.0,75.47597,31.483978,1.0,97.21918,57.710407,1.0,66.52287,59.30958,1.0,104.253746,76.90048,1.0,50.85497,84.89635,1.0,107.13152,84.576515,1.0,49.89571,113.36162,1.0,95.94016,121.677315,1.0,78.99325,121.99715,1.0,85.06855,182.44588,1.0,101.69572,162.61613,1.0,67.80188,202.91528,1.0,115.44511,220.18634,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Kamaldeen Sulemana/Kamaldeen Sulemana29.jpg,kamaldeen sulemana,175,138.23466,77.10932,1.0,139.51297,69.43696,1.0,134.71931,68.15823,1.0,138.23466,71.67473,1.0,116.823,64.002365,1.0,139.51297,122.18448,1.0,90.617676,103.962616,1.0,146.22409,186.44054,1.0,63.134052,144.56221,1.0,158.36801,235.67155,1.0,48.753086,157.98886,1.0,135.67804,239.82745,1.0,99.565834,239.18808,1.0,164.75957,254.21312,1.0,92.85472,246.22108,1.0,139.19339,254.21312,1.0,93.49387,244.94234,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Kamaldeen Sulemana/Kamaldeen Sulemana6.jpg,kamaldeen sulemana,175,132.77794,47.896454,1.0,141.08826,40.541817,1.0,122.86951,40.861588,1.0,150.99669,48.855755,1.0,111.36294,47.896454,1.0,175.92761,106.73356,1.0,83.55538,104.81496,1.0,183.27902,166.21019,1.0,62.140366,164.61136,1.0,181.36127,207.77989,1.0,80.67874,211.93687,1.0,154.83223,230.48334,1.0,104.01151,234.32054,1.0,196.06412,249.34958,1.0,104.65077,249.34958,1.0,167.29767,217.05315,1.0,88.66941,249.34958,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Lawrence Ati-Zigi/Lawrence Ati-Zigi12.jpg,lawrence ati zigi,176,147.99629,54.234333,1.0,152.47607,50.078205,1.0,144.15646,49.4388,1.0,157.59584,52.955524,1.0,139.0367,49.758503,1.0,159.83572,91.31979,1.0,129.43715,66.38302,1.0,167.51537,125.84763,1.0,104.158325,65.10421,1.0,185.11455,147.90709,1.0,72.479805,62.226894,1.0,126.237305,141.83275,1.0,107.0382,126.48704,1.0,144.79643,173.48326,1.0,121.11754,126.48704,1.0,131.99702,231.02965,1.0,57.44051,126.16733,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Lawrence Ati-Zigi/Lawrence Ati-Zigi14.jpg,lawrence ati zigi,176,167.93327,50.823093,1.0,171.45305,46.986958,1.0,163.1336,46.667274,1.0,174.6528,50.823093,1.0,153.85423,48.265667,1.0,177.8526,76.717026,1.0,141.69507,65.52829,1.0,204.73074,87.58609,1.0,141.69507,77.356384,1.0,217.84984,69.36443,1.0,189.3718,54.659233,1.0,141.69507,137.13622,1.0,112.577065,130.10329,1.0,159.9338,175.49759,1.0,80.259285,172.94017,1.0,123.45632,220.57222,1.0,36.4223,212.58026,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Lawrence Ati-Zigi/Lawrence Ati-Zigi16.jpg,lawrence ati zigi,176,135.58429,63.598583,1.0,143.25948,51.133915,1.0,126.31011,52.09274,1.0,152.21384,53.051556,1.0,115.11715,55.928017,1.0,173.0008,98.75533,1.0,98.48758,98.43572,1.0,191.54915,191.12169,1.0,79.61942,194.31776,1.0,158.60983,207.42163,1.0,116.71613,209.65887,1.0,161.16824,224.3608,1.0,109.68056,225.00002,1.0,198.26494,232.99019,1.0,68.426445,232.99019,1.0,173.0008,232.99019,1.0,175.55919,224.04118,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Lawrence Ati-Zigi/Lawrence Ati-Zigi43.jpg,lawrence ati zigi,176,132.21031,29.42247,1.0,135.40915,25.905653,1.0,127.092186,26.545074,1.0,139.56763,27.504206,1.0,118.77522,30.701313,1.0,154.92201,57.556995,1.0,110.45826,61.07381,1.0,168.03722,92.72515,1.0,100.86176,96.561676,1.0,173.79512,109.669815,1.0,120.054756,82.81412,1.0,150.12376,124.056786,1.0,121.65417,126.93417,1.0,150.12376,180.96527,1.0,122.9337,180.64554,1.0,147.5647,235.95546,1.0,120.054756,215.8137,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Mohammed Kudus/Mohammed Kudus8.jpg,mohammed kudus,167,118.52895,72.76359,1.0,125.88342,66.0521,1.0,109.25593,67.969666,1.0,137.71452,69.88724,1.0,101.26193,74.361565,1.0,165.21387,108.55818,1.0,89.430824,111.43453,1.0,187.59703,156.49738,1.0,76.32068,140.83723,1.0,149.8654,175.99265,1.0,76.960205,155.85818,1.0,157.53963,203.15817,1.0,101.581696,213.06561,1.0,187.59703,216.90074,1.0,90.07035,224.89062,1.0,196.23055,224.89062,1.0,89.11107,224.89062,1.0,upper_body,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Mohammed Salisu/Mohammed Salisu18.jpg,mohammed salisu,167,138.21619,67.09335,1.0,149.71861,59.7419,1.0,132.78448,59.422276,1.0,170.16737,69.01112,1.0,126.71377,67.09335,1.0,192.5332,118.873116,1.0,94.12355,115.037575,1.0,171.44542,176.40617,1.0,60.255302,177.68468,1.0,206.2722,193.02682,1.0,88.69186,213.48305,1.0,158.02591,235.85701,1.0,104.98695,233.6196,1.0,150.67714,247.36363,1.0,115.85036,247.36363,1.0,147.48203,247.36363,1.0,80.06504,247.36363,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Osman Bukari/Osman Bukari20.jpg,osman bukari,193,149.60434,60.732708,1.0,157.27359,51.7807,1.0,134.90495,52.73985,1.0,165.2624,57.215847,1.0,108.38212,59.13414,1.0,182.19867,100.37731,1.0,70.355415,99.418175,1.0,206.4846,134.58676,1.0,20.505283,170.71451,1.0,215.11253,161.76251,1.0,80.900635,185.42136,1.0,150.56299,212.91682,1.0,73.231384,216.4337,1.0,162.06686,250.64316,1.0,79.30287,250.64316,1.0,70.355415,234.97714,1.0,97.51734,250.64316,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Salis Abdul Samed/Salis Abdul Samed18.jpg,salis abdul samed,180,63.73074,82.88668,1.0,67.54502,78.09741,1.0,59.91646,78.09741,1.0,72.31287,80.97098,1.0,55.78432,82.56739,1.0,79.62358,114.81508,1.0,50.0629,116.73078,1.0,80.895004,148.65918,1.0,51.016468,146.74345,1.0,77.71643,164.94266,1.0,55.148605,157.27985,1.0,74.22002,176.75615,1.0,56.420033,173.56332,1.0,72.948586,186.97324,1.0,56.73789,186.97324,1.0,73.26644,186.97324,1.0,56.102177,186.97324,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Tariq Lamptey/Tariq Lamptey21.jpg,tariq lamptey,188,142.45255,65.129234,1.0,148.21251,56.8129,1.0,134.45259,55.533463,1.0,153.0125,58.09234,1.0,118.132675,60.65121,1.0,161.01245,113.74784,1.0,98.29279,109.58967,1.0,183.09235,193.07292,1.0,84.53286,154.36996,1.0,161.33244,232.73546,1.0,57.653,194.0325,1.0,148.21251,243.6107,1.0,106.29274,240.73195,1.0,147.25253,253.20644,1.0,106.29274,253.20644,1.0,155.25247,240.41211,1.0,102.132774,253.20644,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Tariq Lamptey/Tariq Lamptey28.jpg,tariq lamptey,188,139.95062,58.24162,1.0,144.74553,50.56854,1.0,131.00014,48.96998,1.0,147.94212,56.003643,1.0,113.738495,56.003643,1.0,158.49092,112.91232,1.0,90.403305,108.11664,1.0,169.67902,172.3787,1.0,64.19118,164.0662,1.0,179.90814,202.11188,1.0,64.19118,176.21523,1.0,142.5079,220.01573,1.0,106.70597,221.29459,1.0,136.75401,249.42921,1.0,111.50088,249.42921,1.0,146.02417,249.42921,1.0,110.86156,249.42921,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Ghana Players/Images_Thomas Partey/Thomas Partey48.jpg,thomas partey,198,124.03947,39.24254,1.0,127.86984,33.163536,1.0,117.974724,33.163536,1.0,132.0194,37.322853,1.0,107.12202,37.96275,1.0,147.34087,74.11681,1.0,93.39654,75.07665,1.0,173.83423,113.7903,1.0,69.13755,115.39004,1.0,161.70474,154.74358,1.0,86.3742,158.263,1.0,138.72253,174.26036,1.0,106.48363,174.90027,1.0,143.5105,239.52965,1.0,107.12202,243.04907,1.0,143.1913,251.68765,1.0,107.441216,251.68765,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Portugal Players/Images_Andr├⌐ Silva/Andr├⌐ Silva11.jpg,andr├⌐ silva,178,119.820885,41.845486,1.0,127.81568,34.492325,1.0,116.30317,36.410545,1.0,147.96257,40.566677,1.0,112.78547,41.845486,1.0,178.34279,92.99794,1.0,104.790665,90.76002,1.0,199.44904,149.90503,1.0,84.64378,138.71544,1.0,213.51988,203.61511,1.0,65.77606,170.04633,1.0,158.51569,212.56679,1.0,116.942764,213.5259,1.0,55.86252,222.47757,1.0,55.542725,221.83817,1.0,154.3584,250.93112,1.0,116.942764,250.93112,1.0,upper_body,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Portugal Players/Images_Bernardo Silva/Bernardo Silva9.jpg,bernardo silva,178,151.60832,61.05121,1.0,151.28871,55.61199,1.0,146.17519,54.972084,1.0,129.55626,61.05121,1.0,129.55626,61.371162,1.0,140.42249,108.40439,1.0,111.65894,108.72434,1.0,140.10289,180.07405,1.0,92.80285,166.63602,1.0,145.21642,241.18527,1.0,105.906235,220.70822,1.0,140.42249,232.86646,1.0,117.09206,228.3871,1.0,145.53601,252.70361,1.0,146.17519,252.70361,1.0,143.93803,252.70361,1.0,143.93803,252.70361,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Portugal Players/Images_Bruno Fernandes/Bruno Fernandes43.jpg,bruno fernandes,183,126.51858,49.8949,1.0,138.6763,40.619892,1.0,113.40104,40.619892,1.0,154.35336,44.457825,1.0,91.00525,44.457825,1.0,202.66429,99.78805,1.0,53.252335,101.06735,1.0,222.8205,165.35275,1.0,57.091614,179.10535,1.0,186.98723,201.17348,1.0,94.20464,196.37605,1.0,177.38904,237.95366,1.0,81.08711,238.27351,1.0,186.98723,246.90886,1.0,69.24934,246.90886,1.0,187.30719,225.4804,1.0,78.20765,194.13727,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Portugal Players/Images_Cristiano Ronaldo (captain)/Cristiano Ronaldo (captain)1.jpg,cristiano ronaldo,187,130.65034,54.83882,1.0,134.48172,47.488167,1.0,125.86115,48.44695,1.0,145.65654,42.694263,1.0,123.3069,47.488167,1.0,161.62056,79.76713,1.0,126.18043,77.21038,1.0,181.09668,132.18048,1.0,122.34906,128.34537,1.0,192.59077,180.11955,1.0,112.45136,174.68645,1.0,159.70488,179.48035,1.0,131.92747,178.52158,1.0,177.2653,231.25453,1.0,97.12591,230.61534,1.0,181.41594,251.38892,1.0,92.97526,242.12071,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group H/Portugal Players/Images_Cristiano Ronaldo (captain)/Cristiano Ronaldo (captain)6.jpg,cristiano ronaldo,187,127.47728,78.74681,1.0,137.69972,67.236275,1.0,121.40769,63.079697,1.0,146.9638,72.03234,1.0,112.14361,62.120483,1.0,154.95009,111.99948,1.0,92.97653,112.638954,1.0,189.45084,184.89957,1.0,55.281273,176.26666,1.0,151.43613,190.65482,1.0,72.8511,189.37587,1.0,146.3249,213.03644,1.0,101.601715,210.47853,1.0,186.89522,206.32195,1.0,160.38075,245.64963,1.0,172.83936,234.77856,1.0,169.9643,233.81935,1.0,upper_body,partial_body
